"","field","ini_year","cover_metacommunity_ini","cover_metacommunity_mean","gamma_stab","alpha_stab","sp_stab","species_stab","sp_asynchrony","spatial_asynchrony","pop_synchrony"
"1",1,1958,3627.3,4629.6,6.03474294127244,4.53654990575718,0.785592873740028,0.787561083950979,5.76025148804782,1.33024943330039,0.620554343819216
"2",1,1960,4456.8,5083.8,11.3752365032323,5.11995550413423,0.809304914949736,0.807344176020848,6.3417259406873,2.2217451878336,0.537060012353558
"3",1,1962,5074.5,5384.475,22.2375437719877,4.95257270444768,0.868743359369119,0.867989340207664,5.70579899433188,4.49009940874107,0.553422779617892
"4",1,1964,5359.8,6047.9,5.36501115517807,3.47656849721186,1.0087992971781,0.996234457355515,3.48970914581729,1.54319155784812,0.485808545398287
"5",1,1966,5444.1,6544.3,5.6417137497591,3.46704692746539,1.06283774438086,1.05394113469141,3.28960205968289,1.62723893497557,0.395974221652626
"6",1,1968,5659.5,6593.65,5.99294164398246,3.49238197046937,1.08959564767771,1.07781984756712,3.24022792709974,1.71600406102687,0.396095789976404
"7",1,1970,7728.2,7272.875,6.22749132694592,3.61977604558844,1.06522951924049,1.03873012751204,3.48480895057747,1.7204079060459,0.413950811099216
"8",1,1972,7345.4,7388.525,5.91966771785861,3.50188318464587,1.13732409356923,1.12751444177475,3.10584330887485,1.69042409633011,0.400297089471789
"9",1,1974,5641.5,7256.2,5.66081026954819,3.45682994474787,1.30561241334388,1.30971374370768,2.63937823158358,1.63757267786601,0.347817938389653
"10",1,1976,8376.4,8278,6.94758446558116,3.96142626845575,1.72560389716236,1.67288197694019,2.36802495517434,1.75380885437746,0.295778560632245
"11",1,1978,8190.8,8590.425,6.24518906367702,3.82668170065863,1.93640069452607,1.8814300904043,2.03392181308014,1.63201163624404,0.2736777831528
"12",1,1980,6816.1,8740.4,6.47486661226877,4.16763000245815,2.1867750330032,2.14398517521195,1.94387071825072,1.55360879167531,0.26779021379968
"13",1,1982,9728.7,9265.7,19.3026379937147,5.04378545324206,2.24775296009033,2.19337033452961,2.29955943774709,3.82701408944889,0.243710984127255
"14",1,1984,9626.1,8807.45,12.3986156304171,4.8091202990383,2.00958621160344,1.94358796792054,2.47435175480306,2.57814628444551,0.333533728097084
"15",1,1986,8790.7,8611.775,17.9337630239851,4.95289548680441,2.12376731280319,2.0539766012776,2.41136899209254,3.62086441592893,0.363646117180247
"16",1,1988,8917.3,8420.95,15.7683851390504,4.3417980439956,2.01246966426569,1.90647726029007,2.27739304025845,3.63176384052615,0.266959153754706
"17",1,1990,7895.7,8363.4,17.7393976109364,4.38901243430458,2.10704945191151,1.99627976659434,2.19859586203804,4.04177428896876,0.188955617557328
"18",1,1992,8843.4,8608.9,21.7153532480524,4.31537573572005,2.09471011581181,1.99035984229979,2.16813846622517,5.03208864718452,0.125165531755254
"19",1,1994,8027.4,8241.1,12.0429769133539,4.20745321264322,1.90526410169589,1.85934600081698,2.26286727203786,2.86229609806838,0.168304219664823
"20",1,1996,8687.1,7943.9,7.98008170577605,3.99351875145749,1.95590711750714,1.91345654777916,2.08707051962719,1.99825822850177,0.197544426527101
"21",1,1998,8877.7,7854.55,8.54054943005,3.74323170916483,1.79660652474448,1.74214648403839,2.1486320142769,2.28159785276972,0.184351315394358
"22",1,2000,7372.2,7562.5,12.1073627921141,3.5533972335012,1.63958215380589,1.58849228405594,2.23696222459967,3.40726409025331,0.195993306521713
