"","field","ini_year","cover_metacommunity_ini","cover_metacommunity_mean","gamma_stab","alpha_stab","sp_stab","species_stab","sp_asynchrony","spatial_asynchrony","pop_synchrony"
"1",1,1958,3627.3,4792.5,6.3252221418178,4.63015411055357,0.709566477482285,0.712107547833448,6.50204330039834,1.36609322082836,0.584016494934636
"2",1,1960,4456.8,5198.94,11.1840599775924,4.76792653660576,0.731798074332438,0.731371905866329,6.51915461663519,2.34568630446103,0.555106940995962
"3",1,1962,5074.5,5853.22,5.4758471050514,3.43416408720312,0.836078425192613,0.833642852698231,4.1194668389321,1.59452110208021,0.517678993195211
"4",1,1964,5359.8,6307.4,5.55382765758745,3.44821642309591,0.910928786618983,0.906081102957487,3.80563772033296,1.61063778375055,0.440799759265234
"5",1,1966,5444.1,6363.74,5.87780022940566,3.46414665320243,0.945441630322135,0.945879999981496,3.66235320893792,1.69675271223634,0.405343902719018
"6",1,1968,5659.5,6950.2,5.59422484007641,3.36233579177821,0.94447578312452,0.928375671230194,3.62174052592607,1.66379124112343,0.421432823312885
"7",1,1970,7728.2,7456.46,6.83116395692158,3.50437952985663,0.977083916316116,0.961141220302986,3.64606101146294,1.94932195520531,0.40990551479325
"8",1,1972,7345.4,7274.04,6.54838462292421,3.61241020367057,1.07190104683912,1.06526977048556,3.39107548506141,1.81274668537654,0.392782576690139
"9",1,1974,5641.5,7750.7,4.94672717672779,3.37742277698759,1.26363715164184,1.26461813595164,2.67070563118726,1.46464553103414,0.370848698626778
"10",1,1976,8376.4,8547.62,7.15233966183193,3.86621373225193,1.59702755704609,1.55079900287722,2.4930463103722,1.84995971696214,0.276148254834192
"11",1,1978,8190.8,8630.48,7.22455609802065,3.94381145318889,1.81961421437732,1.77595923238204,2.22066553177528,1.83187157494028,0.264374012247276
"12",1,1980,6816.1,8775.78,7.48966590512208,4.14024487963699,1.96867601254935,1.92625895682614,2.14937086468311,1.80899104349083,0.255389430726817
"13",1,1982,9728.7,8991.7,12.1443368871375,4.73853232602137,1.83387872118988,1.77585259965252,2.66831398447628,2.56288995232715,0.320634821492504
"14",1,1984,9626.1,8814.64,14.3234850907137,4.6447612641984,1.73217899538676,1.66875303324004,2.78337247734025,3.08379360659899,0.38225041243723
"15",1,1986,8790.7,8494.9,17.2954429513844,4.13905609495955,1.76436688842081,1.67453946752343,2.47175786252506,4.17859592974505,0.312953612774305
"16",1,1988,8917.3,8474.18,17.7446377792309,4.3882543610979,1.88099961193888,1.78101662437601,2.46390421124528,4.0436666426035,0.23472253767786
"17",1,1990,7895.7,8466.26,18.0663058970764,4.14902849297,1.73467784886947,1.65295377594667,2.51006927921732,4.35434606623876,0.15110769908211
"18",1,1992,8843.4,8361.56,12.8447893281779,4.12643681042061,1.73050886507689,1.66239707855264,2.48222092282144,3.11280407729512,0.151728444517018
"19",1,1994,8027.4,7960.6,9.22532555525664,3.84424678070745,1.75662545223784,1.71390832421384,2.2429710658362,2.39977454141456,0.180616051922898
"20",1,1996,8687.1,8021.06,9.1231930724016,3.75554252848071,1.65094370207912,1.60335682457868,2.34229989913041,2.4292610197367,0.194166251711101
"21",1,1998,8877.7,7825.54,9.79292723764708,3.55362253919739,1.49972759567183,1.4512540676441,2.44865638514018,2.75575898386183,0.198920174217976
"22",1,2000,7372.2,7999.216,7.16556785738498,3.14042174356742,1.41379909939818,1.34799864656729,2.32969205982853,2.28172151465399,0.22868075487197
"23",1,2002,6838.6,8064.376,7.47052199302463,3.06409208241103,1.28990762805287,1.24023655750403,2.47057068578716,2.4380866475613,0.215768394676989
"24",1,2004,8329.7,8115.476,8.02856257963781,2.92624516565414,1.25050047915212,1.19679410562592,2.44506983440041,2.74363975851049,0.206798910050608
"25",1,2006,7709.5,8012.636,7.93535851273988,3.11867844700798,1.32336364974625,1.28234465419769,2.43201267053997,2.54446190832946,0.182001673489997
"26",1,2008,9746.08,8090.976,8.12809161180925,3.31768613691433,1.29459432955962,1.26887374309635,2.61467002132017,2.44992783415279,0.187440569450885
"27",2,1966,4930.3,6005.72,5.22400011717037,3.55712067177055,0.700708543442855,0.717874825840931,4.9550709172782,1.4686035699121,0.692231232386321
"28",2,1968,4636,6629.84,5.25561838662992,3.52059745948956,0.850802524948749,0.869459406461855,4.04917979301201,1.49282002475566,0.583500031040918
"29",2,1970,6620.1,7091.4,11.8882260811293,4.12132649306695,1.08942813134779,1.08144234435531,3.81095350536124,2.88456304083845,0.459340915993805
"30",2,1972,7237.9,6759.92,5.93848655202525,3.39219172773229,1.12338837093692,1.11833560642945,3.03325022312637,1.750634111709,0.529811117601865
"31",2,1974,6604.3,6565.7,5.86713429329605,3.21081036391465,1.13575095504011,1.12120998618819,2.8637011830679,1.82730638945079,0.465206671463216
"32",2,1976,8050.9,6860.14,5.23966057045241,3.14123990356768,1.24528035228721,1.21092712544944,2.59407840286161,1.66802305182149,0.375331759502263
"33",2,1978,6943.8,6597.2,5.83769552425456,3.40710844231211,1.30623487942002,1.27499682197992,2.67224857629156,1.71338706210743,0.337572588711044
"34",2,1980,4962.7,6631.3,5.78828296153789,3.73216997337139,1.38293021913764,1.35216742756204,2.76013894233534,1.55091622376168,0.380813848631643
"35",2,1982,6266.8,6944.92,9.86095221344518,4.12192535793828,1.36408620378333,1.34208141027589,3.07129308727325,2.39231702593893,0.367932754395509
"36",2,1984,8076.5,7278.74,10.4272754665051,4.21509294693728,1.33508217860676,1.30503800840467,3.22986221074892,2.47379490743654,0.336453943281491
"37",2,1986,6736.2,7024.82,12.7570174161446,4.02493479051717,1.40763468167122,1.38709577913606,2.90169925614226,3.16949667015734,0.244968440781903
"38",2,1988,7114.3,7503.28,7.14560180157738,3.69181780368341,1.40453553338322,1.36610320337526,2.70244429158935,1.93552395636861,0.253201723971721
"39",2,1990,6530.8,7669.54,7.38292623736545,3.80576437969188,1.36306173961386,1.33328721491307,2.85442201584452,1.93993256039755,0.268102383626032
