"obs.num.ext" "ext.rnd.mean" "ext.rnd.lower" "ext.rnd.upper" "ext.z.value" "ext.p.value" "obs.ext.rank" "rank.mean" "rank.lower" "rank.upper" "rank.z.value" "rank.p.value" "neg.rank.z.value" "sis.score" "f_p"
"56" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_16"
"57" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "10_17"
"58" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "10_18"
"59" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_19"
"60" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_2"
"61" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_20"
"62" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_21"
"63" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "10_22"
"64" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "10_23"
"65" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_24"
"66" 4 10 10 10 -6e+05 0.001 3 5.5 5.5 5.5 -250000 0.001 250000 -175000 "10_25"
"67" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_26"
"68" 4 4.20920920920921 3 5 -0.296379141214369 0.408 2.5 6.23626960293627 5.4 7 -8.29728631882926 0.001 8.29728631882926 4.00045358880744 "10_27"
"69" 5 11.5115115115115 10 12 -10.7580491994291 0.001 3.4 6.54608547941881 6.27272727272727 7 -20.3600749284317 0.001 20.3600749284317 4.80101286450127 "10_28"
"70" 4 10 10 10 -6e+05 0.001 3.25 5.5 5.5 5.5 -225000 0.001 225000 -187500 "10_29"
"71" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_3"
"72" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_30"
"73" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_31"
"74" 2 6 6 6 -4e+05 0.001 1.5 3.5 3.5 3.5 -2e+05 0.001 2e+05 -1e+05 "10_32"
"75" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_33"
"76" 0 6 6 6 -6e+05 0.001 NA 3.5 3.5 3.5 NA 0 NA NA "10_34"
"77" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_35"
"78" 4 10 10 10 -6e+05 0.001 2.5 5.5 5.5 5.5 -3e+05 0.001 3e+05 -150000 "10_36"
"79" 5 10 10 10 -5e+05 0.001 3 5.5 5.5 5.5 -250000 0.001 250000 -125000 "10_37"
"80" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "10_38"
"81" 3 8 8 8 -5e+05 0.001 2.66666666666667 4.5 4.5 4.5 -183333.333333333 0.001 183333.333333333 -158333.333333333 "10_39"
"82" 3 7.98298298298298 8 8 -38.5085542741985 0.001 3 4.4993564993565 4.5 4.5 -55.0852937985742 0.001 55.0852937985742 8.28836976218785 "10_4"
"83" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "10_40"
"84" 2 11.955955955956 11 12 -48.4956692870783 0.001 5 6.50655200655201 6.5 6.54545454545455 -32.3555134613557 0.001 32.3555134613557 -8.07007791286128 "10_41"
"85" 2 6 6 6 -4e+05 0.001 1.5 3.5 3.5 3.5 -2e+05 0.001 2e+05 -1e+05 "10_42"
"86" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "10_43"
"87" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_44"
"88" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "10_45"
"89" 2 6 6 6 -4e+05 0.001 2.5 3.5 3.5 3.5 -1e+05 0.001 1e+05 -150000 "10_46"
"90" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "10_47"
"91" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_48"
"92" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_5"
"93" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "10_6"
"94" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "10_7"
"95" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_8"
"96" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "10_9"
"97" 3 7.98398398398398 8 8 -39.681483736883 0.001 2.66666666666667 4.497711997712 4.5 4.5 -83.0974713917556 0.001 83.0974713917556 21.7079938274363 "2_1"
"98" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "2_10"
"99" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_11"
"100" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "2_12"
"101" 1 5.99099099099099 6 6 -52.7953834738655 0.001 2 3.4998998998999 3.5 3.5 -157.953933315838 0.001 157.953933315838 52.5792749209863 "2_13"
"102" 4 9.998998998999 10 10 -189.610128951491 0.001 3 5.49983316649983 5.5 5.5 -474.072780278514 0.001 474.072780278514 142.231325663512 "2_14"
"103" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "2_15"
"104" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "2_16"
"105" 2 5.98098098098098 6 6 -29.1305228198024 0.001 2 3.4972972972973 3.5 3.5 -52.1497041874389 0.001 52.1497041874389 11.5095906838182 "2_17"
"106" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "2_18"
"107" 3 5.9039039039039 5 6 -9.32537760973954 0.001 2 3.48658658658659 3.2 3.5 -22.1872695182157 0.001 22.1872695182157 6.43094595423807 "2_19"
"108" 4 7.24524524524525 6 8 -4.29068960820554 0.002 2.5 4.53103818103818 4.14285714285714 5 -8.6903976875047 0.001 8.6903976875047 2.19985403964958 "2_2"
"109" 4 7.996996996997 8 8 -73.0115452511233 0.001 2.5 4.5005005005005 4.5 4.5 -149.658873665811 0.001 149.658873665811 38.323664207344 "2_20"
"110" 3 7.7977977977978 7 8 -11.1388231113414 0.001 3 4.48124314790981 4.14285714285714 4.57142857142857 -14.3632615546936 0.001 14.3632615546936 1.61221922167612 "2_21"
"111" 3 7.99499499499499 8 8 -70.7464867489468 0.001 3 4.4997854997855 4.5 4.5 -184.035377333443 0.001 184.035377333443 56.6444452922482 "2_22"
"112" 3 7.89189189189189 7 8 -15.2775135882404 0.001 2 4.5045045045045 4.28571428571429 4.71428571428571 -37.7150581083673 0.001 37.7150581083673 11.2187722600634 "2_23"
"113" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_24"
"114" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_25"
"115" 2 8 8 8 -6e+05 0.001 3.5 4.5 4.5 4.5 -1e+05 0.001 1e+05 -250000 "2_26"
"116" 6 9.5975975975976 8 11 -3.57221298301704 0.0015 3.5 6.8369347702681 5.9 7.66904761904762 -7.30224129155702 0.001 7.30224129155702 1.86501415426999 "2_27"
"117" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_28"
"118" 6 11.973973973974 11 12 -37.503193172254 0.001 3.5 6.500546000546 6.5 6.5 -141.287461298018 0.001 141.287461298018 51.892134062882 "2_29"
"119" 4 7.96596596596597 7 8 -21.2254771792826 0.001 2.5 4.49783116449783 4.5 4.5 -88.1289262101087 0.001 88.1289262101087 33.4517245154131 "2_3"
"120" 3 7.996996996997 8 8 -91.2781452275501 0.001 2.33333333333333 4.4997854997855 4.5 4.5 -289.017396787477 0.001 289.017396787477 98.8696257799633 "2_30"
"121" 1 7.98998998998999 8 8 -70.1821102891687 0.001 3 4.500143000143 4.5 4.5 -130.12859342867 0.001 130.12859342867 29.9732415697508 "2_31"
"122" 2 5.998998998999 6 6 -126.396206434374 0.001 2 3.4996996996997 3.5 3.5 -158.003167692933 0.001 158.003167692933 15.8034806292791 "2_32"
"123" 2 8 8 8 -6e+05 0.001 2 4.5 4.5 4.5 -250000 0.001 250000 -175000 "2_33"
"124" 2 5.99499499499499 6 6 -56.5830117465024 0.001 1.5 3.5007007007007 3.5 3.5 -138.084688581976 0.001 138.084688581976 40.7508384177367 "2_34"
"125" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_35"
"126" 3 5.997997997998 6 6 -67.0373404382745 0.001 2 3.4993993993994 3.5 3.5 -111.758744844175 0.001 111.758744844175 22.3607022029503 "2_36"
"127" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_37"
"128" 2 5.94194194194194 5 6 -16.2631922872695 0.001 1.5 3.498998998999 3.4 3.5 -37.0577985506723 0.001 37.0577985506723 10.3973031317014 "2_38"
"129" 4 9.99499499499499 10 10 -84.9099617513913 0.001 3 5.49972194416639 5.5 5.5 -233.76287187867 0.001 233.76287187867 74.4264550636392 "2_39"
"130" 3 5.98798798798799 6 6 -27.414331663109 0.001 2 3.4997997997998 3.5 3.5 -136.798207221434 0.001 136.798207221434 54.6919377791623 "2_4"
"131" 3 7.998998998999 8 8 -158.003167692933 0.001 2 4.5000715000715 4.5 4.5 -1106.2752826494 0.001 1106.2752826494 474.136057478234 "2_40"
"132" 2 6 6 6 -4e+05 0.001 2.5 3.5 3.5 3.5 -1e+05 0.001 1e+05 -150000 "2_41"
"133" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "2_42"
"134" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "2_43"
"135" 5 9.98398398398398 10 10 -39.681483736883 0.001 3 5.501001001001 5.5 5.5 -139.673238871772 0.001 139.673238871772 49.9958775674446 "2_44"
"136" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_45"
"137" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "2_46"
"138" 2 8 8 8 -6e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -2e+05 "2_47"
"139" 4 7.98498498498498 8 8 -32.7515248975498 0.001 2.5 4.4983554983555 4.5 4.5 -111.822363605331 0.001 111.822363605331 39.5354193538907 "2_48"
"140" 1 5.99499499499499 6 6 -70.7464867489468 0.001 2 3.4986986986987 3.5 3.5 -78.0142329813363 0.001 78.0142329813363 3.63387311619475 "2_5"
"141" 2 5.98898898898899 6 6 -38.2063928911743 0.001 2 3.4976976976977 3.5 3.5 -61.8758444011881 0.001 61.8758444011881 11.8347257550069 "2_6"
"142" 1 3.996996996997 4 4 -54.7449452746965 0.001 2 2.5005005005005 2.5 2.5 -54.8546545838643 0.001 54.8546545838643 0.054854654583874 "2_7"
"143" 3 8 8 8 -5e+05 0.001 2 4.5 4.5 4.5 -250000 0.001 250000 -125000 "2_8"
"144" 1 4 4 4 -3e+05 0.001 2 2.5 2.5 2.5 -50000 0.001 50000 -125000 "2_9"
"145" 0 4 4 4 -4e+05 0.001 NA 2.5 2.5 2.5 NA 0 NA NA "3_1"
"146" 3 8 8 8 -5e+05 0.001 2.33333333333333 4.5 4.5 4.5 -216666.666666667 0.001 216666.666666667 -141666.666666667 "3_10"
"147" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "3_11"
"148" 3 7.998998998999 8 8 -158.003167692933 0.001 2.33333333333333 4.5000715000715 4.5 4.5 -958.776130109461 0.001 958.776130109461 400.386481208264 "3_12"
"149" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_13"
"150" 1 4 4 4 -3e+05 0.001 1 2.5 2.5 2.5 -150000 0.001 150000 -75000 "3_14"
"151" 1 4 4 4 -3e+05 0.001 1 2.5 2.5 2.5 -150000 0.001 150000 -75000 "3_15"
"152" 2 8 8 8 -6e+05 0.001 2 4.5 4.5 4.5 -250000 0.001 250000 -175000 "3_16"
"153" 3 7.998998998999 8 8 -158.003167692933 0.001 2 4.4999284999285 4.5 4.5 -1106.21200544968 0.001 1106.21200544968 474.104418878375 "3_17"
"154" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "3_18"
"155" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "3_19"
"156" 2 6 6 6 -4e+05 0.001 2.5 3.5 3.5 3.5 -1e+05 0.001 1e+05 -150000 "3_2"
"157" 2 6 6 6 -4e+05 0.001 2.5 3.5 3.5 3.5 -1e+05 0.001 1e+05 -150000 "3_20"
"158" 1 4 4 4 -3e+05 0.001 1 2.5 2.5 2.5 -150000 0.001 150000 -75000 "3_21"
"159" 1 8 8 8 -7e+05 0.001 1 4.5 4.5 4.5 -350000 0.001 350000 -175000 "3_22"
"160" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "3_23"
"161" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_24"
"162" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "3_25"
"163" 3 8 8 8 -5e+05 0.001 2.33333333333333 4.5 4.5 4.5 -216666.666666667 0.001 216666.666666667 -141666.666666667 "3_26"
"164" 4 9.998998998999 10 10 -189.610128951491 0.001 2.5 5.49994438883328 5.5 5.5 -1706.74426936229 0.001 1706.74426936229 758.5670702054 "3_27"
"165" 2 3.998998998999 4 4 -63.182283917258 0.001 1.5 2.49983316649983 2.5 2.5 -189.610128951491 0.001 189.610128951491 63.2139225171165 "3_28"
"166" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "3_29"
"167" 2 6 6 6 -4e+05 0.001 1.5 3.5 3.5 3.5 -2e+05 0.001 2e+05 -1e+05 "3_3"
"168" 3 5.98498498498498 6 6 -24.5327925758587 0.001 2 3.5001001001001 3.5 3.5 -122.364199272831 0.001 122.364199272831 48.9157033484863 "3_30"
"169" 5 10 10 10 -5e+05 0.001 3 5.5 5.5 5.5 -250000 0.001 250000 -125000 "3_31"
"170" 3 7.95495495495495 7 8 -23.8785131643096 0.001 2 4.49149149149149 4.28571428571429 4.5 -48.3773795887539 0.001 48.3773795887539 12.2494332122221 "3_32"
"171" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "3_33"
"172" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_34"
"173" 1 2 2 2 -1e+05 0.001 1 1.5 1.5 1.5 -50000 0.001 50000 -25000 "3_35"
"174" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "3_36"
"175" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_37"
"176" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_38"
"177" 5 10 10 10 -5e+05 0.001 3 5.5 5.5 5.5 -250000 0.001 250000 -125000 "3_39"
"178" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_4"
"179" 2 4 4 4 -2e+05 0.001 1.5 2.5 2.5 2.5 -1e+05 0.001 1e+05 -50000 "3_40"
"180" 0 2 2 2 -2e+05 0.001 NA 1.5 1.5 1.5 NA 0 NA NA "3_41"
"181" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "3_42"
"182" 5 9.89489489489489 9 10 -14.7463130094766 0.001 3 5.5004309865421 5.44097222222222 5.55555555555556 -56.9878327190274 0.001 56.9878327190274 21.1207598547754 "3_43"
"183" 2 6 6 6 -4e+05 0.001 2.5 3.5 3.5 3.5 -1e+05 0.001 1e+05 -150000 "3_44"
"184" 3 6 6 6 -3e+05 0.001 2 3.5 3.5 3.5 -150000 0.001 150000 -75000 "3_45"
"185" 4 8 8 8 -4e+05 0.001 2.5 4.5 4.5 4.5 -2e+05 0.001 2e+05 -1e+05 "3_46"
"186" 2 7.998998998999 8 8 -189.610128951491 0.001 2 4.4999284999285 4.5 4.5 -1106.21200544968 0.001 1106.21200544968 458.300938249096 "3_47"
